,Power
5400,250.0
5401,71.0
5402,137.5
5403,51.33333333
5404,30.0
5405,97.6
5406,293.5333333
5407,97.57894737
5408,54.0
5409,66.0
5410,83.0
5411,118.0
5412,55.0
5413,82.2
5414,49.33333333
5415,18.0
5416,53.33928571
5417,104.6363636
5418,133.3333333
5419,113.3529412
5420,105.0
5421,66.35483871
5422,104.1428571
5423,117.4311927
5424,66.0
5425,61.66666667
5426,46.0
5427,73.08333333
5428,131.0
5429,199.7272727
5430,114.0
5431,90.94117647
5432,173.0
5433,74.0
5434,51.5
5435,119.6666667
5436,50.0
5437,43.0
5438,100.8
5439,94.33333333
5440,75.0
5441,98.0
5442,70.0
5443,105.0740741
5444,57.0
5445,309.0
5446,115.0
5447,74.0
5448,110.3333333
5449,98.0
5450,235.0
5451,43.0
5452,121.8571429
5453,420.0
5454,283.0
5455,104.2017544
5456,34.0
5457,93.5
5458,98.0
5459,74.8
5460,94.0625
5461,59.6
5462,100.6666667
5463,135.2909091
5464,115.3
5465,61.76470588
5466,235.0
5467,84.0
5468,163.5
5469,66.0
5470,155.5454545
5471,149.0
5472,73.0
5473,82.15789474
5474,87.71428571
5475,98.57142857
5476,87.71428571
5477,49.42857143
5478,81.69230769
5479,115.8333333
5480,94.0
5481,91.75
5482,110.0
5483,184.1666667
5484,147.0
5485,22.33333333
5486,390.0
5487,70.2
5488,79.875
5489,450.0
5490,207.6097561
5491,38.75
5492,233.0
5493,132.0
5494,36.66666667
5495,93.93452381
5496,67.66666667
5497,234.0
5498,117.625
5499,336.0
5500,37.0
5501,95.65
5502,166.0
5503,71.47058824
5504,84.4375
5505,66.66666667
5506,68.57142857
5507,63.56410256
5508,70.25
5509,74.0
5510,89.46153846
5511,67.95652174
5512,60.11111111
5513,60.96296296
5514,50.875
5515,126.1111111
5516,87.07692308
5517,69.875
5518,130.25
5519,75.57692308
5520,49.28571429
5521,59.5
5522,45.0
5523,91.61016949
5524,53.88235294
5525,106.225
5526,64.2
5527,68.26923077
5528,67.0
5529,57.86666667
5530,67.0
5531,72.85185185
5532,225.0
5533,70.92156863
5534,117.7058824
5535,125.4358974
5536,91.75
5537,93.58695652
5538,67.68421053
5539,52.44444444
5540,81.375
5541,182.5714286
5542,80.8125
5543,114.6818182
5544,88.73333333
5545,76.31578947
5546,47.14285714
5547,223.5454545
5548,69.0
5549,44.0
5550,96.92592593
5551,84.92682927
5552,125.36
5553,99.0
5554,101.12
5555,80.92592593
5556,52.0
5557,33.33333333
5558,49.8
5559,120.1538462
5560,85.71428571
5561,196.3361345
5562,110.0
5563,29.0
5564,135.5
5565,109.6666667
5566,110.6666667
5567,131.6
5568,54.35714286
5569,166.0
5570,72.42857143
5571,56.85714286
5572,103.0
5573,50.25
5574,56.25
5575,74.0
5576,115.4666667
5577,73.48837209
5578,125.7058824
5579,250.0
5580,196.3361345
5581,112.75
5582,68.90909091
5583,192.4
5584,93.6
5585,67.0
5586,53.0
5587,72.0
5588,48.0
5589,87.31034483
5590,69.0
5591,64.47619048
5592,78.0
5593,15.6
5594,58.66666667
5595,44.55555556
5596,47.0
5597,57.36363636
5598,110.5
5599,82.15789474
5600,75.4
5601,117.0243902
5602,41.4
5603,81.66666667
5604,137.7741935
5605,103.4285714
5606,149.7096774
5607,54.0
5608,105.5454545
5609,107.3793103
5610,51.0
5611,105.0
5612,91.6
5613,90.88461538
5614,74.21428571
5615,78.4
5616,102.0
5617,53.81818182
5618,89.0
5619,250.0
5620,137.5
5621,53.33928571
5622,30.0
5623,61.66666667
5624,55.0
5625,66.0
5626,49.33333333
5627,70.30769231
5628,92.82051282
5629,18.0
5630,46.0
5631,51.33333333
5632,67.33333333
5633,124.8571429
5634,118.0
5635,51.5
5636,293.5333333
5637,105.0
5638,66.0
5639,43.0
5640,70.0
5641,104.6363636
5642,70.0
5643,97.57894737
5644,83.0
5645,74.0
5646,133.3333333
5647,71.0
5648,131.0
5649,97.6
5650,90.94117647
5651,104.1428571
5652,66.35483871
5653,74.0
5654,105.0740741
5655,173.0
5656,92.30769231
5657,50.0
5658,98.0
5659,57.0
5660,34.0
5661,119.6666667
5662,235.0
5663,43.0
5664,100.8
5665,199.7272727
5666,61.76470588
5667,73.08333333
5668,59.6
5669,93.5
5670,110.3333333
5671,74.8
5672,309.0
5673,75.0
5674,82.2
5675,121.8571429
5676,70.2
5677,49.42857143
5678,420.0
5679,155.5454545
5680,235.0
5681,114.0
5682,38.75
5683,22.33333333
5684,149.0
5685,104.2017544
5686,36.66666667
5687,73.0
5688,98.0
5689,81.69230769
5690,37.0
5691,60.8
5692,147.0
5693,82.15789474
5694,390.0
5695,117.625
5696,71.47058824
5697,67.66666667
5698,132.0
5699,98.0
5700,100.6666667
5701,163.5
5702,110.0
5703,98.57142857
5704,450.0
5705,66.0
5706,115.3
5707,113.3529412
5708,233.0
5709,207.6097561
5710,95.65
5711,75.25
5712,84.4375
5713,283.0
5714,234.0
5715,87.71428571
5716,84.0
5717,117.4311927
5718,59.0
5719,166.0
5720,87.71428571
5721,63.56410256
5722,68.57142857
5723,70.25
5724,74.0
5725,89.46153846
5726,60.11111111
5727,67.95652174
5728,50.875
5729,60.96296296
5730,87.07692308
5731,126.1111111
5732,69.875
5733,49.28571429
5734,59.5
5735,75.57692308
5736,45.0
5737,91.61016949
5738,64.2
5739,130.25
5740,106.225
5741,53.88235294
5742,57.86666667
5743,68.26923077
5744,70.92156863
5745,72.85185185
5746,117.7058824
5747,52.44444444
5748,225.0
5749,67.0
5750,125.4358974
5751,67.68421053
5752,91.75
5753,67.0
5754,93.58695652
5755,81.375
5756,80.8125
5757,47.14285714
5758,69.0
5759,88.73333333
5760,114.6818182
5761,182.5714286
5762,76.31578947
5763,44.0
5764,96.92592593
5765,52.0
5766,223.5454545
5767,49.8
5768,80.92592593
5769,101.12
5770,125.36
5771,120.1538462
5772,33.33333333
5773,56.85714286
5774,196.3361345
5775,84.92682927
5776,135.5
5777,109.6666667
5778,85.71428571
5779,50.25
5780,56.25
5781,110.6666667
5782,110.0
5783,54.35714286
5784,103.0
5785,74.0
5786,72.42857143
5787,99.0
5788,115.4666667
5789,112.75
5790,29.0
5791,44.55555556
5792,166.0
5793,69.0
5794,73.48837209
5795,67.0
5796,15.6
5797,57.36363636
5798,250.0
5799,93.6
5800,72.0
5801,131.6
5802,68.90909091
5803,196.3361345
5804,53.0
5805,64.47619048
5806,125.7058824
5807,54.0
5808,41.4
5809,47.0
5810,110.5
5811,117.0243902
5812,82.15789474
5813,61.66666667
5814,78.0
5815,192.4
5816,53.33928571
5817,91.6
5818,51.5
5819,51.0
5820,90.88461538
5821,18.0
5822,78.4
5823,49.33333333
5824,46.0
5825,107.3793103
5826,55.0
5827,43.0
5828,66.0
5829,30.0
5830,137.5
5831,250.0
5832,105.0
5833,103.4285714
5834,74.21428571
5835,70.0
5836,105.0
5837,105.5454545
5838,66.0
5839,70.30769231
5840,74.0
5841,137.7741935
5842,89.0
5843,118.0
5844,102.0
5845,51.33333333
5846,293.5333333
5847,48.0
5848,74.0
5849,75.4
5850,67.33333333
5851,34.0
5852,104.6363636
5853,105.0740741
5854,98.0
5855,50.0
5856,83.0
5857,131.0
5858,90.94117647
5859,57.0
5860,133.3333333
5861,61.76470588
5862,149.7096774
5863,58.66666667
5864,173.0
5865,97.57894737
5866,235.0
5867,70.2
5868,59.6
5869,104.1428571
5870,43.0
5871,119.6666667
5872,93.5
5873,38.75
5874,36.66666667
5875,97.6
5876,74.8
5877,37.0
5878,49.42857143
5879,22.33333333
5880,66.35483871
5881,100.8
5882,71.47058824
5883,155.5454545
5884,235.0
5885,117.625
5886,149.0
5887,110.3333333
5888,73.0
5889,67.66666667
5890,121.8571429
5891,81.69230769
5892,199.7272727
5893,75.25
5894,132.0
5895,71.0
5896,147.0
5897,390.0
5898,309.0
5899,95.65
5900,59.0
5901,84.4375
5902,81.66666667
5903,420.0
5904,98.0
5905,82.15789474
5906,450.0
5907,75.0
5908,233.0
5909,207.6097561
5910,104.2017544
5911,124.8571429
5912,234.0
5913,46.75
5914,110.0
5915,73.5
5916,163.5
5917,100.6666667
5918,63.56410256
5919,68.57142857
5920,70.25
5921,74.0
5922,60.11111111
5923,89.46153846
5924,67.95652174
5925,50.875
5926,60.96296296
5927,87.07692308
5928,126.1111111
5929,49.28571429
5930,59.5
5931,69.875
5932,91.61016949
5933,64.2
5934,45.0
5935,75.57692308
5936,106.225
5937,52.44444444
5938,57.86666667
5939,68.26923077
5940,70.92156863
5941,117.7058824
5942,53.88235294
5943,67.68421053
5944,125.4358974
5945,225.0
5946,91.75
5947,72.85185185
5948,130.25
5949,69.0
5950,67.0
5951,81.375
5952,47.14285714
5953,52.0
5954,80.8125
5955,88.73333333
5956,114.6818182
5957,96.92592593
5958,93.58695652
5959,49.8
5960,56.85714286
5961,67.0
5962,223.5454545
5963,76.31578947
5964,44.0
5965,80.92592593
5966,101.12
5967,120.1538462
5968,182.5714286
5969,196.3361345
5970,50.25
5971,56.25
5972,33.33333333
5973,125.36
5974,44.55555556
5975,109.6666667
5976,135.5
5977,54.35714286
5978,110.6666667
5979,57.36363636
5980,112.75
5981,69.0
5982,15.6
5983,115.4666667
5984,85.71428571
5985,67.0
5986,103.0
5987,74.0
5988,110.0
5989,73.48837209
5990,72.42857143
5991,250.0
5992,72.0
5993,84.92682927
5994,53.0
5995,54.0
5996,166.0
5997,61.66666667
5998,93.6
5999,51.5
6000,53.33928571
6001,43.0
6002,41.4
6003,68.90909091
6004,117.0243902
6005,64.47619048
6006,29.0
6007,196.3361345
6008,18.0
6009,46.0
6010,49.33333333
6011,70.0
6012,110.5
6013,47.0
6014,55.0
6015,91.6
6016,82.15789474
6017,90.88461538
6018,78.4
6019,51.0
6020,66.0
6021,137.5
6022,30.0
6023,125.7058824
6024,250.0
6025,131.6
6026,78.0
6027,74.0
6028,99.0
6029,107.3793103
6030,105.0
6031,66.0
6032,74.0
6033,34.0
6034,192.4
6035,105.0
6036,103.4285714
6037,51.33333333
6038,61.76470588
6039,98.0
6040,74.21428571
6041,105.0740741
6042,293.5333333
6043,70.2
6044,50.0
6045,38.75
6046,118.0
6047,37.0
6048,36.66666667
6049,57.0
6050,70.30769231
6051,90.94117647
6052,105.5454545
6053,104.6363636
6054,59.6
6055,235.0
6056,89.0
6057,93.5
6058,173.0
6059,131.0
6060,83.0
6061,71.47058824
6062,22.33333333
6063,43.0
6064,67.33333333
6065,49.42857143
6066,74.8
6067,133.3333333
6068,119.6666667
6069,117.625
6070,75.25
6071,67.66666667
6072,155.5454545
6073,46.75
6074,235.0
6075,59.0
6076,102.0
6077,104.1428571
6078,149.0
6079,132.0
6080,73.0
6081,97.57894737
6082,95.65
6083,73.5
6084,147.0
6085,84.4375
6086,390.0
6087,44.0
6088,81.69230769
6089,100.8
6090,86.0
6091,97.6
6092,110.3333333
6093,234.0
6094,233.0
6095,450.0
6096,121.8571429
6097,207.6097561
6098,137.7741935
6099,163.5
6100,110.0
6101,82.15789474
