,Female
5520,"97,082"
5521,"55,606"
5522,"96,160"
5523,"57,338"
5524,"93,285"
5525,"65,782"
5526,"25,909"
5527,"23,223"
5528,"42,153"
5529,"32,711"
5530,"30,517"
5531,"26,845"
5532,"15,010"
5533,"38,240"
5534,"20,571"
5535,"17,473"
5536,"15,799"
5537,"15,333"
5538,"17,164"
5539,"48,565"
5540,"12,287"
5541,"10,983"
5542,"19,984"
5543,"11,244"
5544,"11,829"
5545,"22,573"
5546,"17,841"
5547,"5,522"
5548,"7,679"
5549,"13,006"
5550,"11,037"
5551,"6,149"
5552,"5,487"
5553,"6,360"
5554,"5,685"
5555,"5,919"
5556,"11,871"
5557,"22,247"
5558,"8,180"
5559,"8,981"
5560,"14,187"
5561,"4,554"
5562,"5,013"
5563,"18,226"
5564,"5,163"
5565,"7,136"
5566,"8,633"
5567,"4,871"
5568,"9,310"
5569,"5,371"
5570,"5,252"
5571,"7,437"
5572,"8,140"
5573,"7,579"
5574,"5,227"
5575,"6,177"
5576,"3,500"
5577,"9,972"
5578,"3,011"
5579,"2,351"
5580,"3,271"
5581,"8,015"
5582,"9,571"
5583,"2,726"
5584,"3,111"
5585,"3,745"
5586,"9,613"
5587,"4,836"
5588,"4,528"
5589,"5,748"
5590,"3,037"
5591,"3,206"
5592,"3,283"
5593,"4,801"
5594,"4,462"
5595,"5,846"
5596,"7,366"
5597,"3,240"
5598,"1,732"
5599,"4,168"
5600,"4,739"
5601,"2,149"
5602,"5,353"
5603,"4,261"
5604,"5,064"
5605,"4,752"
5606,"1,660"
5607,"2,661"
5608,"1,062"
5609,"2,532"
5610,"5,394"
5611,"2,667"
5612,"1,713"
5613,"2,978"
5614,"1,769"
5615,"2,848"
5616,"2,108"
5617,"4,777"
5618,"2,054"
5619,"1,311"
5620,"1,509"
5621,"2,893"
5622,"5,159"
5623,"2,199"
5624,"1,420"
5625,"1,822"
5626,"2,772"
5627,"1,539"
5628,981
5629,"4,817"
5630,"2,211"
5631,"4,254"
5632,"2,096"
5633,"1,804"
5634,"1,387"
5635,"1,412"
5636,673
5637,"1,120"
5638,"1,497"
5639,"1,445"
5640,"1,702"
5641,652
5642,"1,979"
5643,"1,280"
5644,"2,469"
5645,"1,065"
5646,658
5647,716
5648,492
5649,"1,346"
5650,736
5651,450
5652,"1,168"
5653,477
5654,836
5655,550
5656,"1,410"
5657,"2,590"
5658,675
5659,840
5660,"1,340"
5661,490
5662,440
5663,"1,454"
5664,483
5665,372
5666,610
5667,951
5668,547
5669,525
5670,634
5671,388
5672,262
5673,602
5674,509
5675,280
5676,576
5677,722
5678,505
5679,261
5680,241
5681,506
5682,821
5683,921
5684,246
5685,185
5686,920
5687,501
5688,745
5689,295
5690,813
5691,"1,018"
5692,169
5693,494
5694,174
5695,225
5696,228
5697,278
5698,163
5699,351
5700,174
5701,319
5702,511
5703,236
5704,170
5705,611
5706,362
5707,207
5708,80
5709,164
5710,184
5711,193
5712,220
5713,77
5714,118
5715,333
5716,248
5717,274
5718,331
5719,100
5720,259
5721,488318
5722,745296
5723,150811
5724,120211
5725,160288
5726,"93,280"
5727,212813
5728,165507
5729,157673
5730,"28,816"
5731,"57,880"
5732,"33,664"
5733,100224
5734,"53,337"
5735,"88,798"
5736,"86,258"
5737,"53,149"
5738,"24,658"
5739,"22,055"
5740,"56,543"
5741,"71,481"
5742,"29,660"
5743,"19,255"
5744,"35,381"
5745,"23,999"
5746,"19,466"
5747,"51,615"
5748,"13,396"
5749,"24,691"
5750,"16,412"
5751,"16,131"
5752,"14,951"
5753,"26,182"
5754,"11,136"
5755,"11,152"
5756,"18,075"
5757,"19,034"
5758,"9,195"
5759,"11,073"
5760,"10,105"
5761,"8,500"
5762,"20,099"
5763,"12,202"
5764,"11,291"
5765,"14,542"
5766,"5,260"
5767,"9,939"
5768,"5,888"
5769,"5,485"
5770,"4,593"
5771,"9,514"
5772,"20,821"
5773,"9,647"
5774,"4,529"
5775,"3,805"
5776,"4,996"
5777,"6,755"
5778,"11,746"
5779,"8,600"
5780,"5,992"
5781,"8,487"
5782,"3,944"
5783,"9,263"
5784,"7,859"
5785,"5,730"
5786,"4,514"
5787,"3,473"
5788,"3,334"
5789,"8,642"
5790,"12,449"
5791,"8,090"
5792,"4,427"
5793,"3,605"
5794,"8,955"
5795,"3,837"
5796,"5,954"
5797,"4,178"
5798,"2,145"
5799,"2,769"
5800,"4,649"
5801,"3,159"
5802,"7,797"
5803,"2,512"
5804,"8,292"
5805,"2,710"
5806,"1,903"
5807,"3,254"
5808,"5,402"
5809,"6,246"
5810,"1,551"
5811,"2,082"
5812,"3,495"
5813,"2,997"
5814,"2,123"
5815,"1,675"
5816,"3,795"
5817,"1,628"
5818,"2,192"
5819,"4,877"
5820,"2,820"
5821,"5,771"
5822,"2,736"
5823,"3,150"
5824,"2,647"
5825,"2,140"
5826,"1,497"
5827,"2,012"
5828,"1,949"
5829,"5,221"
5830,"1,570"
5831,"1,295"
5832,"1,939"
5833,"3,262"
5834,"1,397"
5835,"2,590"
5836,"1,137"
5837,634
5838,"1,567"
5839,"1,207"
5840,"1,215"
5841,"2,521"
5842,"1,373"
5843,"1,245"
5844,"1,283"
5845,"3,435"
5846,569
5847,"1,440"
5848,629
5849,"1,683"
5850,"1,432"
5851,"1,751"
5852,530
5853,967
5854,784
5855,"2,813"
5856,"1,859"
5857,399
5858,680
5859,902
5860,475
5861,793
5862,554
5863,983
5864,476
5865,742
5866,460
5867,821
5868,609
5869,288
5870,"1,377"
5871,413
5872,614
5873,"1,128"
5874,"1,338"
5875,821
5876,423
5877,"1,244"
5878,802
5879,"1,112"
5880,561
5881,334
5882,344
5883,278
5884,238
5885,292
5886,235
5887,422
5888,474
5889,326
5890,214
5891,278
5892,211
5893,267
5894,185
5895,200
5896,153
5897,159
5898,151
5899,178
5900,467
5901,246
5902,398
5903,326
5904,506
5905,351
5906,159
5907,286
5908,73
5909,163
5910,101
5911,278
5912,126
5913,423
5914,453
5915,196
5916,242
5917,109
5918,489732
5919,733531
5920,150663
5921,105185
5922,"92,530"
5923,152217
5924,196224
5925,163289
5926,153292
5927,"28,664"
5928,"51,976"
5929,103142
5930,"51,720"
5931,"26,771"
5932,"50,051"
5933,"24,245"
5934,"72,282"
5935,"63,942"
5936,"48,281"
5937,"55,940"
5938,"25,236"
5939,"16,534"
5940,"34,239"
5941,"19,612"
5942,"48,195"
5943,"15,289"
5944,"15,660"
5945,"12,114"
5946,"14,173"
5947,"19,650"
5948,"12,030"
5949,"11,799"
5950,"17,874"
5951,"10,402"
5952,"20,473"
5953,"17,726"
5954,"15,436"
5955,"10,634"
5956,"9,454"
5957,"12,014"
5958,"7,787"
5959,"10,868"
5960,"13,344"
5961,"13,736"
5962,"4,984"
5963,"17,552"
5964,"9,935"
5965,"5,789"
5966,"5,479"
5967,"10,611"
5968,"6,163"
5969,"4,708"
5970,"10,122"
5971,"7,147"
5972,"18,971"
5973,"3,709"
5974,"11,634"
5975,"6,711"
5976,"4,881"
5977,"9,317"
5978,"8,435"
5979,"5,461"
5980,"9,889"
5981,"4,316"
5982,"7,364"
5983,"3,224"
5984,"9,107"
5985,"4,094"
5986,"7,532"
5987,"5,137"
5988,"2,935"
5989,"8,619"
5990,"3,595"
5991,"2,069"
5992,"4,770"
5993,"2,212"
5994,"9,164"
5995,"4,048"
5996,"3,517"
5997,"4,121"
5998,"2,477"
5999,"3,523"
6000,"5,117"
6001,"3,314"
6002,"5,739"
6003,"6,093"
6004,"1,892"
6005,"2,151"
6006,"7,239"
6007,"1,916"
6008,"6,947"
6009,"3,142"
6010,"3,811"
6011,"3,643"
6012,"1,210"
6013,"5,011"
6014,"1,639"
6015,"1,602"
6016,"2,921"
6017,"2,641"
6018,"2,672"
6019,"4,644"
6020,"2,033"
6021,"1,573"
6022,"5,166"
6023,"1,136"
6024,"1,216"
6025,"1,609"
6026,"1,303"
6027,"1,492"
6028,"1,223"
6029,"1,711"
6030,"1,132"
6031,"1,641"
6032,914
6033,"2,209"
6034,913
6035,"1,444"
6036,"2,357"
6037,"3,343"
6038,"1,111"
6039,891
6040,935
6041,"1,118"
6042,539
6043,"1,203"
6044,"3,099"
6045,"1,787"
6046,"1,000"
6047,"2,145"
6048,"2,115"
6049,891
6050,779
6051,665
6052,408
6053,390
6054,668
6055,510
6056,761
6057,721
6058,428
6059,291
6060,"1,390"
6061,510
6062,"1,474"
6063,"1,256"
6064,805
6065,811
6066,432
6067,291
6068,304
6069,333
6070,355
6071,390
6072,273
6073,770
6074,264
6075,675
6076,439
6077,165
6078,230
6079,219
6080,433
6081,345
6082,222
6083,313
6084,166
6085,292
6086,167
6087,361
6088,215
6089,229
6090,272
6091,459
6092,294
6093,129
6094,88
6095,158
6096,160
6097,150
6098,482
6099,247
6100,416
6101,251
