Unnamed: 0,Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Female,Male,Unknown,Total
261,Nissan,350Z,55.4225,6.0,221.0,3498.0,petrol,800,"5,649",218,"6,667"
262,Mazda,Demio,14.7754,4.8,51.4,1428.4,petrol,"2,953","3,090",397,"6,440"
263,Honda,S2000,55.25,6.0,177.0,1997.0,petrol,"1,201","4,891",281,"6,373"
264,Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,"1,082","4,841",348,"6,271"
265,Hyundai,Trajet,30.352,4.4,99.0,2117.6,petrol,"1,926","3,984",310,"6,220"
266,Chevrolet,Tacuma,20.20388889,4.777777778,82.33333333,1775.777778,petrol,"2,138","3,634",390,"6,162"
267,Alfa-Romeo,GT,37.350625,5.375,121.0625,1972.8125,petrol,989,"4,892",275,"6,156"
268,Mazda,Premacy,23.22409091,4.909090909,82.0,1938.0,petrol,"1,990","3,819",340,"6,149"
269,Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,petrol,"1,837","3,972",300,"6,109"
270,Volvo,V60,50.48413043,7.304347826,150.6086957,1969.0,diesel,"1,290","4,321",379,"5,990"
271,Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,petrol,"2,067","3,555",364,"5,986"
272,Audi,S4,95.29916667,6.333333333,253.6666667,3764.333333,petrol,692,"4,985",214,"5,891"
273,BMW,X6,125.49625,8.0,282.25,3344.75,petrol,"1,148","4,371",294,"5,813"
274,Subaru,Outback,53.62733333,0.0,122.6666667,2331.333333,petrol,"1,324","4,060",410,"5,794"
275,Dodge,Caliber,26.59125,4.125,108.625,1911.75,petrol,"1,839","3,537",271,"5,647"
276,Ford,Maverick,29.151,5.0,89.0,2526.5,petrol,"1,123","4,054",246,"5,423"
277,Rover,Streetwise,20.74,5.0,75.0,1695.0,petrol,"2,110","3,028",282,"5,420"
278,Rover,CityRover,11.74,5.0,63.0,1405.0,petrol,"2,603","2,351",398,"5,352"
279,Kia,Cerato,19.895,4.8,94.0,1742.6,petrol,"1,779","3,240",238,"5,257"
280,Lotus,Elise,53.792,6.0,134.3333333,1730.0,petrol,462,"4,463",214,"5,139"
281,Ford,Cougar,32.11766667,4.666666667,115.3333333,2362.0,petrol,933,"3,669",224,"4,826"
282,Smart,Roadster-coupe,24.35,6.0,60.0,698.0,petrol,"1,462","3,014",317,"4,793"
283,Aston-Martin,Vantage,360.755,6.0,410.0,5341.0,petrol,359,"4,192",191,"4,742"
284,Hyundai,I40,35.535,6.0,93.6,1647.4,diesel,742,"3,793",139,"4,674"
285,Chevrolet,Cruze,28.17,5.583333333,103.0,1706.333333,petrol,"1,045","3,389",201,"4,635"
286,Seat,Exeo,33.8615625,5.375,116.25,1925.25,petrol,659,"3,722",147,"4,528"
287,Toyota,Urban,20.21333333,6.0,74.0,1329.0,petrol,"2,036","2,025",296,"4,357"
288,Seat,Mii,11.917,5.0,49.13333333,999.0,petrol,"2,445","1,693",189,"4,327"
289,Audi,A7,87.12,8.0,190.0,2967.0,diesel,401,"3,715",162,"4,278"
290,Peugeot,405,20.43008333,4.791666667,69.875,1773.0,petrol,747,"3,321",148,"4,216"
291,Abarth,500C,21.105625,5.0,60.625,1039.5,petrol,"1,697","2,305",180,"4,182"
292,Volkswagen,Transporter,35.37645833,6.0,103.0833333,1968.0,diesel,867,"3,063",244,"4,174"
293,Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,"1,027","2,897",249,"4,173"
294,Citroen,DS4,31.1275,5.75,105.25,1688.25,petrol,"1,292","2,709",161,"4,162"
295,Toyota,Picnic,25.29875,4.5,94.0,1998.0,petrol,"1,134","2,672",301,"4,107"
296,Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,722,"3,085",260,"4,067"
297,Fiat,Ulysse,36.70125,4.875,91.75,2019.75,petrol,"1,092","2,732",220,"4,044"
298,Ford,Sierra,18.2955625,4.875,70.25,1836.5,petrol,405,"3,439",90,"3,934"
299,Aston-Martin,DB9,273.755,6.0,381.0,5935.0,petrol,305,"3,354",160,"3,819"
300,Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,670,"2,934",181,"3,785"
301,Chrysler,Neon,19.71783333,4.0,98.0,1995.0,petrol,"1,184","2,363",225,"3,772"
302,Hyundai,Terracan,44.62833333,4.333333333,127.6666667,3100.333333,diesel,805,"2,805",101,"3,711"
303,BMW,M550i,134.789,8.0,390.0,4395.0,petrol,201,"3,327",139,"3,667"
304,Kia,Magentis,28.803,4.8,111.2,2126.8,petrol,663,"2,855",144,"3,662"
305,Citroen,AX,10.83275,5.0,45.0,1242.0,petrol,"1,492","1,935",164,"3,591"
306,Audi,RS4,121.77,6.666666667,316.3333333,3740.0,petrol,278,"3,101",116,"3,495"
307,Renault,Captur,27.94142857,6.214285714,93.35714286,1235.428571,petrol,"1,574","1,837",65,"3,476"
308,Mitsubishi,Grandis,30.839,4.6,121.0,2378.0,petrol,"1,035","2,194",224,"3,453"
309,Chrysler,Crossfire,56.15916667,5.5,174.3333333,3199.0,petrol,"1,076","2,209",162,"3,447"
310,Honda,CR-Z,27.12333333,6.0,101.0,1497.0,petrol,"1,241","1,979",209,"3,429"
311,Mercedes,R,88.77777778,7.0,190.0,3377.444444,petrol,857,"2,317",251,"3,425"
312,Honda,Stream,27.935,5.0,103.5,1833.0,petrol,"1,002","2,146",267,"3,415"
313,Fiat,Idea,20.31264706,5.352941176,63.29411765,1344.823529,diesel,"1,409","1,712",222,"3,343"
314,Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,809,"2,377",153,"3,339"
315,Hyundai,Elantra,19.055,4.6,89.2,1827.8,petrol,743,"2,299",141,"3,183"
316,Peugeot,607,48.09553571,5.107142857,117.7857143,2315.0,petrol,406,"2,608",165,"3,179"
317,Ssangyong,Rexton,54.2675,5.666666667,114.0,1998.0,diesel,789,"2,226",148,"3,163"
318,Volkswagen,CC,46.95322222,6.111111111,126.7777778,1977.166667,diesel,414,"2,631",81,"3,126"
319,Mini,Roadster,32.65836364,6.0,101.8181818,1424.727273,petrol,"1,999",756,221,"2,976"
320,Peugeot,806,29.57028571,5.0,84.0,1997.142857,diesel,716,"2,089",170,"2,975"
321,Saab,9000,41.616,4.6,125.36,2336.52,petrol,400,"2,362",186,"2,948"
322,Audi,S5,105.465,8.0,257.5,2981.0,petrol,349,"2,452",129,"2,930"
323,Citroen,Nemo,13.44125,5.0,54.5,1304.0,petrol,991,"1,782",145,"2,918"
324,Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,832,"1,887",174,"2,893"
325,Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,petrol,530,"2,179",142,"2,851"
326,Ford,Capri,11.7129,4.0,69.0,1864.8,petrol,259,"2,484",52,"2,795"
327,Fiat,Sedici,21.91166667,4.666666667,88.0,1586.0,petrol,"1,249","1,376",159,"2,784"
328,Alfa-Romeo,Brera,53.10142857,6.0,163.7142857,2679.285714,petrol,362,"2,267",129,"2,758"
329,Porsche,944,59.4905,5.0,137.5,2734.5,petrol,246,"2,352",104,"2,702"
330,Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,petrol,735,"1,823",137,"2,695"
331,Citroen,C-Crosser,35.72526667,4.4,121.0,2287.6,petrol,754,"1,828",111,"2,693"
332,Audi,Cabriolet,43.9745,4.5,98.0,2309.0,petrol,665,"1,873",150,"2,688"
333,Fiat,Cinquecento,7.712,5.0,29.0,899.0,petrol,"1,150","1,382",142,"2,674"
334,Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,petrol,449,"2,096",110,"2,655"
335,Fiat,Qubo,16.695,5.0,54.0,1360.0,petrol,907,"1,592",129,"2,628"
336,Volvo,C30,32.4898913,5.304347826,113.2826087,2093.021739,petrol,"1,067","1,354",141,"2,562"
337,Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,petrol,711,"1,623",138,"2,472"
338,Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,petrol,816,"1,524",132,"2,472"
339,Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,751,"1,580",126,"2,457"
340,Lexus,GS,78.47722222,0.888888889,224.7777778,3196.555556,petrol,252,"2,034",166,"2,452"
341,Peugeot,2008,28.87894737,6.736842105,89.26315789,1262.157895,petrol,967,"1,391",73,"2,431"
342,Volvo,S70,36.90769355,4.5,126.1451613,2344.0,petrol,364,"1,924",110,"2,398"
343,Toyota,GT86,59.7575,6.0,147.0,1998.0,petrol,422,"1,812",144,"2,378"
344,Nissan,Murano,87.487,0.0,188.0,3498.0,petrol,655,"1,546",131,"2,332"
345,Volkswagen,Caddy,24.75629032,5.709677419,81.74193548,1735.580645,diesel,622,"1,576",126,"2,324"
346,Peugeot,4007,42.93428571,3.857142857,122.1428571,2308.285714,petrol,716,"1,507",96,"2,319"
347,Mercedes,GLK,59.05425,6.75,144.375,2417.875,diesel,536,"1,576",174,"2,286"
348,Toyota,Camry,30.0062,3.2,115.4666667,2245.6,petrol,354,"1,757",122,"2,233"
349,Dodge,Nitro,47.881,5.111111111,141.4444444,3106.666667,diesel,552,"1,573",102,"2,227"
350,Chrysler,Sebring,37.471875,5.5,114.5,2167.5,petrol,486,"1,624",102,"2,212"
351,Kia,Shuma,15.16166667,4.666666667,75.0,1594.0,petrol,595,"1,490",116,"2,201"
352,Hyundai,Veloster,27.9925,5.5,103.0,1591.0,petrol,881,"1,240",58,"2,179"
353,Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,350,"1,739",88,"2,177"
354,Peugeot,Expert,21.65952381,5.761904762,90.85714286,1809.714286,diesel,346,"1,708",105,"2,159"
355,Audi,R8,226.3833333,6.5,368.6666667,4857.0,petrol,155,"1,882",90,"2,127"
356,Renault,Wind,22.49,5.0,80.0,1261.25,petrol,"1,361",572,127,"2,060"
357,Skoda,Rapid,20.659,5.633333333,73.0,1284.8,petrol,421,"1,558",62,"2,041"
358,Aston-Martin,DB7,158.823,4.5,250.0,3228.0,petrol,170,"1,748",113,"2,031"
359,Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,196,"1,754",80,"2,030"
360,Toyota,Supra,81.295,8.0,250.0,2998.0,petrol,188,"1,766",56,"2,010"
361,Fiat,Marea,20.1241875,4.875,79.875,1836.875,petrol,418,"1,449",102,"1,969"
362,Nissan,Serena,22.95383333,5.0,67.33333333,1908.166667,petrol,505,"1,358",100,"1,963"
363,Mercedes,Vaneo,28.96891667,5.0,72.625,1707.125,petrol,579,"1,196",172,"1,947"
364,Porsche,Panamera,173.506625,8.0,329.0,3307.25,petrol,230,"1,639",70,"1,939"
365,Daihatsu,Copen,23.8115,5.0,64.0,1298.0,petrol,"1,226",543,153,"1,922"
366,Honda,Logo,13.382,2.5,48.0,1343.0,petrol,"1,039",754,112,"1,905"
367,Ford,Explorer,76.71,0.0,336.0,0.0,petrol,288,"1,527",80,"1,895"
368,Mini,Paceman,37.72247826,6.0,104.2173913,1684.304348,petrol,"1,006",786,96,"1,888"
369,Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,324,"1,398",131,"1,853"
370,Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,305,"1,409",103,"1,817"
371,Lexus,RX,88.46428571,0.0,230.0,3456.0,petrol,376,"1,264",166,"1,806"
372,Mazda,Tribute,38.025,4.5,129.5,2614.0,petrol,536,"1,162",100,"1,798"
373,BMW,M135i,57.97,7.0,225.0,1998.0,petrol,217,"1,492",73,"1,782"
374,Honda,Shuttle,30.081,4.0,110.0,2254.0,petrol,436,"1,193",124,"1,753"
375,Renault,Trafic,37.04635294,6.0,91.44117647,1773.823529,diesel,282,"1,386",72,"1,740"
376,Dodge,Journey,37.773,5.555555556,114.0,2184.0,diesel,533,"1,109",74,"1,716"
377,Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,121,"1,532",52,"1,705"
378,Volkswagen,Phaeton,146.2746154,5.769230769,234.8461538,4089.923077,petrol,121,"1,476",85,"1,682"
379,Subaru,Justy,11.745,5.0,51.0,998.0,petrol,813,770,96,"1,679"
380,Chevrolet,Orlando,33.43590909,5.636363636,108.3636364,1906.181818,diesel,461,"1,096",119,"1,676"
381,Mercedes,Vito,37.31220238,5.678571429,102.7261905,2118.940476,diesel,148,"1,433",94,"1,675"
382,Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,petrol,156,"1,461",48,"1,665"
383,Peugeot,Bipper,17.325,5.0,55.0,1360.0,petrol,639,938,76,"1,653"
384,Nissan,370Z,85.05325,6.5,242.0,3696.0,petrol,195,"1,270",46,"1,511"
385,Audi,RS6,175.835,7.0,433.5,4493.5,petrol,95,"1,264",53,"1,412"
386,Mini,John,44.852,6.5,170.0,1998.0,petrol,482,843,61,"1,386"
387,Toyota,Hilux,46.60136364,6.0,110.0,2393.0,diesel,184,"1,105",56,"1,345"
388,Honda,Legend,69.397,5.0,173.0,3358.666667,petrol,138,"1,121",75,"1,334"
389,Lexus,RX,88.46428571,0.0,230.0,3456.0,petrol,430,816,68,"1,314"
390,Mazda,MX-3,22.127,5.0,83.0,1721.5,petrol,520,679,67,"1,266"
391,Maserati,GranCabrio,245.168,6.0,338.0,4691.0,petrol,77,"1,141",46,"1,264"
392,Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,152,"1,056",53,"1,261"
393,Ssangyong,Rodius,57.59,5.428571429,121.0,1998.0,diesel,403,793,65,"1,261"
394,Ford,Mustang,74.609,3.2,239.2,3640.2,petrol,95,"1,118",29,"1,242"
395,Mazda,121,13.191,5.0,51.33333333,1431.333333,petrol,597,528,64,"1,189"
396,Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,143,987,45,"1,175"
397,Nissan,Leaf,34.14,0.0,110.0,320.0,automatic,248,848,61,"1,157"
398,Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,112,"1,008",22,"1,142"
399,Porsche,Carrera,646.605,6.0,450.0,5733.0,petrol,83,975,50,"1,108"
400,Fiat,Croma,34.33029412,5.588235294,105.0,1962.058824,diesel,271,786,49,"1,106"
401,Opel,Zafira,35.27,6.0,112.0714286,1574.428571,petrol,350,675,79,"1,104"
402,Nissan,GT-R,177.5,6.0,419.0,3799.0,petrol,51,990,41,"1,082"
403,Citroen,DS5,42.55733333,6.0,123.2666667,1832.333333,diesel,160,882,39,"1,081"
404,Ssangyong,Korando,37.904,6.0,116.08,1998.0,diesel,259,786,35,"1,080"
405,Peugeot,309,14.350125,4.875,59.5,1642.875,petrol,240,770,46,"1,056"
406,Audi,100,37.32636,4.76,101.12,2349.08,petrol,168,830,39,"1,037"
407,Subaru,XV,39.721,0.0,91.75,1698.75,petrol,363,605,66,"1,034"
408,Audi,Quattro,61.235,5.0,147.0,2144.0,petrol,62,928,37,"1,027"
409,Ford,Probe,24.84,5.0,102.0,2244.0,petrol,200,781,33,"1,014"
410,Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,petrol,421303,796190,"55,632",1273125
411,Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,petrol,613290,533595,"51,752",1198637
412,Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,petrol,306459,471514,"46,958",824931
413,Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,petrol,333284,245569,"29,419",608272
414,BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,petrol,119094,402404,"29,479",550977
415,Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,petrol,294044,209196,"31,568",534808
416,Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,petrol,280679,186795,"27,961",495435
417,Ford,Mondeo,39.97375,1.75,130.25,1998.5,petrol,"77,687",388535,"18,006",484228
418,Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,petrol,265423,151025,"27,535",443983
419,Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,petrol,172735,225326,"22,917",420978
420,Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,285378,105612,"21,570",412560
421,Honda,Civic,29.942625,4.5,106.225,1480.575,petrol,136414,244214,"21,581",402209
422,Toyota,Yaris,20.7206,3.52,74.4,1397.8,petrol,204802,127757,"26,065",358624
423,Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,"67,663",200376,"16,921",284960
424,Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,petrol,"49,082",212442,"14,718",276242
425,Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,"59,717",198805,"13,635",272157
426,Peugeot,307,27.46483636,4.872727273,86.45454545,1723.0,petrol,115895,138974,"14,903",269772
427,Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,petrol,"94,976",158473,"12,325",265774
428,Peugeot,207,21.70216667,4.9,79.76666667,1536.0,petrol,134494,"94,625","12,382",241501
429,Honda,Jazz,26.3525,0.0,80.0,1498.0,petrol,126002,"98,150","14,091",238243
430,Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,"88,601",131091,"13,166",232858
431,Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,petrol,"72,304",111626,"12,747",196677
432,Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,"81,667",101816,"9,837",193320
433,Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,diesel,"58,632",114197,"9,472",182301
434,Citroen,C3,22.90364865,5.405405405,75.64864865,1364.0,petrol,"91,658","71,533","9,045",172236
435,BMW,118i,37.4265,6.2,104.2,1796.6,petrol,"73,966","85,622","10,002",169590
436,Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,"30,960",128052,"9,958",168970
437,BMW,535i,93.71425,8.0,225.0,2979.0,petrol,"21,127",136621,"9,135",166883
438,Land-Rover,Discovery,107.4521429,8.0,182.5714286,2425.428571,diesel,"30,553",114999,"6,512",152064
439,Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,diesel,"60,801","82,971","7,948",151720
440,Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,"22,490",118619,"9,106",150215
441,Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,"51,064","88,331","8,839",148234
442,Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,"69,142","69,228","5,781",144151
443,Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,petrol,"24,815",106494,"5,816",137125
444,Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,"67,384","51,512","9,522",128418
445,Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"26,437","94,411","5,623",126471
446,Saab,9-3X,49.28583333,6.0,145.0,1963.666667,petrol,"29,702","88,266","6,924",124892
447,Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,petrol,"55,047","57,846","8,184",121077
448,Citroen,C4,29.26025,5.95,90.625,1462.3625,petrol,"37,730","71,223","4,872",113825
449,Peugeot,306,18.64264,4.84,67.0,1698.64,petrol,"36,173","66,910","5,215",108298
450,Fiat,500L,26.29166667,5.6,74.73333333,1186.333333,diesel,"75,332","25,022","6,301",106655
451,Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,diesel,"20,063","80,809","4,727",105599
452,Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,"17,449","80,938","5,917",104304
453,Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,petrol,"47,268","51,565","4,687",103520
454,Nissan,Qashqai+2,34.93603125,5.25,97.71875,1820.65625,diesel,"39,048","55,455","7,595",102098
455,Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,"14,437","79,932","5,409","99,778"
456,Jaguar,XE,65.56875,8.0,167.25,1998.0,petrol,"14,705","80,960","4,056","99,721"
457,Peugeot,107,11.14333333,5.0,50.0,998.0,petrol,"63,323","28,808","4,917","97,048"
458,Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,"44,016","47,502","4,307","95,825"
459,Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,petrol,"40,070","50,901","4,202","95,173"
460,Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,diesel,"26,340","62,488","5,249","94,077"
461,Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,"41,218","46,762","6,032","94,012"
462,Kia,Picanto,16.59192308,5.0,52.84615385,998.0,petrol,"56,780","33,457","3,308","93,545"
463,Toyota,Aygo,15.20916667,5.0,53.0,998.0,petrol,"56,621","29,302","6,785","92,708"
464,Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,petrol,"27,912","60,942","3,413","92,267"
465,Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,petrol,"17,006","70,401","4,330","91,737"
466,Nissan,Note,19.31857143,5.0,66.42857143,1348.285714,diesel,"36,158","48,036","4,404","88,598"
467,Hyundai,I10,16.011,5.0,51.77777778,998.0,petrol,"49,889","32,927","3,044","85,860"
468,Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,"46,305","33,203","5,809","85,317"
469,Mazda,3,30.99513158,5.789473684,101.8947368,1905.631579,petrol,"31,335","49,655","4,231","85,221"
470,Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,"35,063","43,118","5,392","83,573"
471,Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,"14,725","61,464","4,569","80,758"
472,Citroen,C1,13.48615385,5.0,52.38461538,1028.923077,petrol,"48,698","27,305","3,656","79,659"
473,Peugeot,308,32.33086957,5.891304348,103.1086957,1482.5,petrol,"31,205","44,024","3,375","78,604"
474,Mazda,2,21.6,6.0,64.625,1496.0,petrol,"45,474","27,246","4,140","76,860"
475,Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,"13,170","60,125","3,559","76,854"
476,Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,petrol,"38,840","31,900","4,095","74,835"
477,Toyota,Auris,26.97346154,-3.076923077,85.69230769,1515.282051,petrol,"25,461","40,144","3,939","69,544"
478,Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,petrol,"14,240","50,957","3,959","69,156"
479,Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,petrol,"47,347","15,748","4,588","67,683"
480,Rover,75,39.35238095,5.0,98.04761905,1928.714286,petrol,"9,427","53,513","2,747","65,687"
481,Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,petrol,"16,891","46,180","2,544","65,615"
482,Volkswagen,Touran,32.98557692,6.230769231,94.03846154,1528.807692,diesel,"22,704","38,145","4,206","65,055"
483,Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,petrol,"24,754","36,370","3,815","64,939"
484,Volvo,S40,35.28132353,-5.176470588,113.3529412,2106.5,petrol,"14,547","44,621","3,503","62,671"
485,BMW,X5,113.2693333,8.0,246.3333333,2994.666667,diesel,"14,121","44,046","3,200","61,367"
486,Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041.0,petrol,"17,318","39,339","3,733","60,390"
487,Hyundai,Getz,13.63642857,4.714285714,69.0,1424.857143,petrol,"32,414","24,971","2,806","60,191"
488,Kia,Rio,22.95871429,6.285714286,80.0,998.0,petrol,"24,567","32,920","1,934","59,421"
489,Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,diesel,"14,649","41,320","2,467","58,436"
490,Citroen,Berlingo,27.4386,6.34,85.28,1452.0,diesel,"15,661","36,270","2,708","54,639"
491,Peugeot,407,38.72769231,5.538461538,114.6538462,2178.192308,diesel,"9,193","42,242","2,279","53,714"
492,Citroen,C2,15.14,5.0,64.0,1382.75,petrol,"29,176","21,391","2,477","53,044"
493,Ford,C-MAX,32.1815,-6.0,99.0,1448.6,petrol,"18,504","31,972","1,872","52,348"
494,Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,"24,753","23,022","3,626","51,401"
495,Mercedes,ML,77.41666667,7.0,188.3333333,2876.0,diesel,"13,613","33,840","2,998","50,451"
496,Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,"25,561","21,401","2,798","49,760"
497,Kia,Ceed,26.97522727,5.863636364,88.09090909,1460.795455,petrol,"15,945","30,071","1,514","47,530"
498,Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,"5,405","39,156","1,993","46,554"
