,Male
5034,733
5035,713
5036,730
5037,538
5038,795
5039,710871
5040,949263
5041,536947
5042,445497
5043,285563
5044,189417
5045,171011
5046,313299
5047,149939
5048,228614
5049,114394
5050,213172
5051,196371
5052,"91,014"
5053,139364
5054,114996
5055,178198
5056,109831
5057,"71,404"
5058,103721
5059,"72,206"
5060,113408
5061,101692
5062,100859
5063,"81,229"
5064,"81,833"
5065,"72,363"
5066,"94,995"
5067,"62,146"
5068,"71,332"
5069,"78,250"
5070,"77,942"
5071,"71,948"
5072,"65,983"
5073,"65,631"
5074,"67,250"
5075,"57,420"
5076,"56,745"
5077,"28,837"
5078,"31,647"
5079,"45,608"
5080,"36,651"
5081,"42,572"
5082,"30,348"
5083,"46,414"
5084,"40,261"
5085,"19,140"
5086,"38,540"
5087,"38,848"
5088,"31,791"
5089,"29,121"
5090,"30,176"
5091,"16,296"
5092,"22,457"
5093,"30,529"
5094,"31,386"
5095,"14,989"
5096,"22,426"
5097,"26,114"
5098,"22,471"
5099,"27,781"
5100,"22,886"
5101,"23,118"
5102,"20,597"
5103,"24,932"
5104,"12,788"
5105,"23,564"
5106,"23,678"
5107,"24,277"
5108,"23,969"
5109,"22,994"
5110,"18,081"
5111,"18,656"
5112,"23,639"
5113,"18,195"
5114,"19,263"
5115,"19,341"
5116,"18,879"
5117,"12,752"
5118,"12,208"
5119,"18,446"
5120,"11,735"
5121,"12,143"
5122,"20,238"
5123,"15,267"
5124,"17,090"
5125,"16,509"
5126,"13,885"
5127,"12,012"
5128,"12,596"
5129,"15,917"
5130,"10,223"
5131,"7,946"
5132,"10,639"
5133,"12,630"
5134,"9,933"
5135,"13,461"
5136,"11,029"
5137,"10,835"
5138,"11,371"
5139,"9,897"
5140,"10,642"
5141,"11,332"
5142,"8,889"
5143,"9,733"
5144,"10,455"
5145,"9,894"
5146,"9,313"
5147,"8,845"
5148,"9,299"
5149,"8,339"
5150,"7,783"
5151,"7,968"
5152,"4,961"
5153,"7,312"
5154,"7,498"
5155,"6,953"
5156,"6,702"
5157,"7,993"
5158,"6,972"
5159,"8,412"
5160,"5,863"
5161,"6,450"
5162,"8,435"
5163,"7,733"
5164,"7,165"
5165,"7,881"
5166,"6,395"
5167,"3,598"
5168,"7,459"
5169,"4,708"
5170,"4,378"
5171,"6,969"
5172,"5,623"
5173,"6,857"
5174,"5,576"
5175,"5,723"
5176,"3,029"
5177,"3,937"
5178,"5,360"
5179,"6,062"
5180,"4,447"
5181,"6,209"
5182,"5,614"
5183,"5,574"
5184,"5,271"
5185,"4,995"
5186,"5,311"
5187,"4,359"
5188,"3,471"
5189,"4,508"
5190,"4,749"
5191,"4,260"
5192,"4,399"
5193,"4,300"
5194,"3,621"
5195,"1,924"
5196,"4,172"
5197,"3,192"
5198,"1,978"
5199,"3,732"
5200,"3,917"
5201,"3,579"
5202,"4,037"
5203,"4,074"
5204,"3,845"
5205,"2,911"
5206,"2,574"
5207,"1,849"
5208,"2,800"
5209,"3,170"
5210,"3,231"
5211,"2,682"
5212,"1,507"
5213,"2,596"
5214,"2,543"
5215,"2,416"
5216,"2,698"
5217,"2,437"
5218,"1,994"
5219,"2,827"
5220,"2,395"
5221,"1,781"
5222,"2,256"
5223,"2,567"
5224,"2,648"
5225,"1,809"
5226,"2,378"
5227,"2,374"
5228,"2,630"
5229,"2,153"
5230,"2,005"
5231,"1,879"
5232,"2,159"
5233,"2,475"
5234,"1,908"
5235,"1,810"
5236,"2,057"
5237,"2,102"
5238,"1,740"
5239,"2,145"
5240,"1,603"
5241,"1,876"
5242,"2,084"
5243,"2,041"
5244,"1,815"
5245,"1,761"
5246,"1,837"
5247,"1,444"
5248,"1,846"
5249,971
5250,"1,770"
5251,"1,129"
5252,"1,697"
5253,"1,357"
5254,"1,698"
5255,"1,291"
5256,"1,450"
5257,"1,444"
5258,"1,489"
5259,"1,229"
5260,"1,398"
5261,"1,140"
5262,"1,511"
5263,"1,444"
5264,763
5265,"1,197"
5266,"1,219"
5267,"1,277"
5268,"1,348"
5269,964
5270,747
5271,655
5272,"1,090"
5273,"1,048"
5274,852
5275,968
5276,688
5277,417
5278,955
5279,765
5280,761
5281,730276
5282,972994
5283,627023
5284,438632
5285,276591
5286,179905
5287,164289
5288,263928
5289,156413
5290,233123
5291,200017
5292,"97,432"
5293,194048
5294,197427
5295,"74,580"
5296,"97,756"
5297,"73,315"
5298,"82,598"
5299,106029
5300,111850
5301,104288
5302,109426
5303,110151
5304,"83,479"
5305,"77,971"
5306,"87,412"
5307,"83,876"
5308,"60,199"
5309,"70,997"
5310,"75,612"
5311,"72,507"
5312,"67,529"
5313,"62,991"
5314,"31,844"
5315,"57,328"
5316,"56,182"
5317,"51,423"
5318,"50,451"
5319,"38,870"
5320,"44,386"
5321,"37,014"
5322,"42,414"
5323,"29,681"
5324,"44,039"
5325,"31,598"
5326,"28,253"
5327,"36,024"
5328,"29,386"
5329,"14,483"
5330,"28,939"
5331,"19,943"
5332,"31,429"
5333,"13,745"
5334,"29,758"
5335,"27,963"
5336,"16,615"
5337,"28,298"
5338,"21,488"
5339,"22,723"
5340,"25,404"
5341,"21,483"
5342,"21,654"
5343,"23,476"
5344,"18,477"
5345,"20,345"
5346,"18,416"
5347,"18,124"
5348,"22,281"
5349,"21,650"
5350,"16,008"
5351,"18,847"
5352,"15,901"
5353,"19,595"
5354,"15,763"
5355,"19,790"
5356,"10,163"
5357,"13,896"
5358,"11,277"
5359,"15,477"
5360,"10,765"
5361,"8,469"
5362,"17,905"
5363,"18,972"
5364,"13,703"
5365,"15,988"
5366,"15,790"
5367,"14,344"
5368,"14,726"
5369,"10,781"
5370,"12,029"
5371,"8,992"
5372,"11,815"
5373,"8,350"
5374,"11,138"
5375,"12,837"
5376,"12,349"
5377,"7,706"
5378,"13,170"
5379,"9,923"
5380,"12,595"
5381,"9,170"
5382,"10,672"
5383,"8,739"
5384,"10,231"
5385,"8,553"
5386,"7,139"
5387,"7,990"
5388,"4,942"
5389,"9,044"
5390,"7,911"
5391,"7,893"
5392,"8,203"
5393,"8,161"
5394,"6,705"
5395,"5,962"
5396,"6,079"
5397,"6,461"
5398,"6,238"
5399,"6,859"
5400,"7,420"
5401,"7,139"
5402,"6,915"
5403,"3,380"
5404,"3,132"
5405,"5,407"
5406,"6,878"
5407,"5,846"
5408,"5,756"
5409,"5,692"
5410,"3,801"
5411,"5,666"
5412,"5,739"
5413,"5,221"
5414,"4,234"
5415,"2,538"
5416,"4,086"
5417,"5,215"
5418,"5,027"
5419,"4,622"
5420,"4,873"
5421,"4,282"
5422,"5,030"
5423,"4,006"
5424,"4,442"
5425,"4,004"
5426,"3,893"
5427,"3,585"
5428,"4,649"
5429,"4,457"
5430,"3,393"
5431,"3,913"
5432,"3,696"
5433,"3,408"
5434,"3,448"
5435,"3,708"
5436,"1,576"
5437,"3,346"
5438,"3,487"
5439,"2,624"
5440,"3,023"
5441,"2,968"
5442,"2,569"
5443,"3,016"
5444,"2,749"
5445,"3,133"
5446,"2,245"
5447,"3,049"
5448,"2,500"
5449,"2,746"
5450,"2,839"
5451,"1,797"
5452,"2,659"
5453,"2,244"
5454,"2,547"
5455,"2,414"
5456,"1,786"
5457,"2,113"
5458,"1,529"
5459,"2,136"
5460,"1,382"
5461,"1,891"
5462,"2,006"
5463,"1,761"
5464,"1,597"
5465,"1,764"
5466,"1,868"
5467,"1,529"
5468,"1,537"
5469,"1,016"
5470,"1,761"
5471,"1,781"
5472,"1,421"
5473,"1,317"
5474,"1,346"
5475,"1,536"
5476,"1,390"
5477,"1,301"
5478,"1,533"
5479,"1,368"
5480,"1,275"
5481,"1,111"
5482,"1,141"
5483,"1,151"
5484,"1,515"
5485,872
5486,"1,497"
5487,"1,254"
5488,"1,248"
5489,"1,248"
5490,"1,186"
5491,853
5492,"1,251"
5493,"1,182"
5494,720
5495,902
5496,995
5497,"1,051"
5498,"1,034"
5499,967
5500,645
5501,"1,001"
5502,994
5503,952
5504,898
5505,685
5506,737836
5507,989746
5508,697196
5509,423581
5510,268499
5511,173028
5512,290137
5513,153180
5514,160695
5515,185091
5516,209138
5517,187714
5518,169645
5519,"82,952"
5520,"91,074"
5521,117076
5522,"73,399"
5523,102985
5524,"60,825"
5525,"80,718"
5526,116178
5527,"99,156"
5528,"76,406"
5529,"81,679"
5530,"68,381"
5531,"70,062"
5532,"81,009"
5533,"57,631"
5534,"72,661"
5535,"69,434"
5536,"68,155"
5537,"69,041"
5538,"66,985"
5539,"34,228"
5540,"55,754"
5541,"48,341"
5542,"40,134"
5543,"42,326"
5544,"41,948"
5545,"28,124"
5546,"33,017"
5547,"41,842"
5548,"38,743"
5549,"32,623"
5550,"32,274"
5551,"35,677"
5552,"33,354"
5553,"31,864"
5554,"31,263"
5555,"31,369"
5556,"24,732"
5557,"13,313"
5558,"26,637"
5559,"23,258"
5560,"17,513"
5561,"26,288"
5562,"24,679"
5563,"11,890"
5564,"22,996"
5565,"21,148"
5566,"17,452"
5567,"19,807"
5568,"15,195"
5569,"18,135"
5570,"18,252"
5571,"16,332"
5572,"14,850"
5573,"15,112"
5574,"17,166"
5575,"15,684"
5576,"18,064"
5577,"10,687"
5578,"16,919"
5579,"17,800"
5580,"16,285"
5581,"11,685"
5582,"9,605"
5583,"15,102"
5584,"15,241"
5585,"13,868"
5586,"7,785"
5587,"12,323"
5588,"11,898"
5589,"10,371"
5590,"13,289"
5591,"12,871"
5592,"12,527"
5593,"10,763"
5594,"10,178"
5595,"8,883"
5596,"7,205"
5597,"11,445"
5598,"12,679"
5599,"8,914"
5600,"8,641"
5601,"10,872"
5602,"7,482"
5603,"8,418"
5604,"6,759"
5605,"5,798"
5606,"8,678"
5607,"8,133"
5608,"9,638"
5609,"7,487"
5610,"4,827"
5611,"7,481"
5612,"8,437"
5613,"6,963"
5614,"7,912"
5615,"6,521"
5616,"7,074"
5617,"4,143"
5618,"6,570"
5619,"7,300"
5620,"6,949"
5621,"5,597"
5622,"3,288"
5623,"6,114"
5624,"6,794"
5625,"6,181"
5626,"5,213"
5627,"6,242"
5628,"6,813"
5629,"3,128"
5630,"5,350"
5631,"2,981"
5632,"4,906"
5633,"5,007"
5634,"5,317"
5635,"5,385"
5636,"5,888"
5637,"5,534"
5638,"4,933"
5639,"4,835"
5640,"4,029"
5641,"5,017"
5642,"3,683"
5643,"4,313"
5644,"2,878"
5645,"4,223"
5646,"4,408"
5647,"4,120"
5648,"4,369"
5649,"3,223"
5650,"3,830"
5651,"3,932"
5652,"3,182"
5653,"3,787"
5654,"3,349"
5655,"3,511"
5656,"2,678"
5657,"1,473"
5658,"3,375"
5659,"3,042"
5660,"2,518"
5661,"3,171"
5662,"2,918"
5663,"1,841"
5664,"2,618"
5665,"2,616"
5666,"2,462"
5667,"2,000"
5668,"2,332"
5669,"2,277"
5670,"2,060"
5671,"2,288"
5672,"2,239"
5673,"1,901"
5674,"1,950"
5675,"2,059"
5676,"1,834"
5677,"1,611"
5678,"1,642"
5679,"1,903"
5680,"1,895"
5681,"1,521"
5682,"1,284"
5683,"1,061"
5684,"1,812"
5685,"1,787"
5686,"1,086"
5687,"1,445"
5688,"1,160"
5689,"1,502"
5690,979
5691,705
5692,"1,521"
5693,"1,172"
5694,"1,503"
5695,"1,428"
5696,"1,413"
5697,"1,281"
5698,"1,388"
5699,"1,136"
5700,"1,288"
5701,"1,069"
5702,851
5703,"1,145"
5704,"1,196"
5705,724
5706,980
5707,"1,100"
5708,"1,250"
5709,"1,109"
5710,"1,135"
5711,"1,091"
5712,"1,038"
5713,"1,161"
5714,"1,101"
5715,871
5716,832
5717,797
5718,724
5719,924
5720,752
5721,980503
5722,720464
5723,740899
5724,397309
5725,252989
5726,305892
5727,164286
5728,161304
5729,141989
5730,212458
5731,167492
5732,170585
5733,"97,274"
5734,118973
5735,"68,814"
5736,"69,310"
5737,"99,704"
5738,119473
5739,114578
5740,"67,107"
5741,"48,995"
5742,"77,367"
5743,"86,276"
5744,"55,830"
5745,"65,439"
5746,"67,616"
5747,"36,502"
5748,"73,753"
5749,"58,375"
5750,"66,379"
5751,"67,392"
5752,"67,498"
5753,"51,210"
5754,"54,107"
5755,"54,039"
5756,"40,316"
5757,"36,310"
5758,"45,714"
5759,"39,984"
5760,"40,220"
5761,"39,082"
5762,"26,031"
5763,"34,055"
5764,"34,420"
5765,"31,122"
5766,"38,992"
5767,"32,627"
5768,"32,765"
5769,"31,704"
5770,"29,310"
5771,"24,354"
5772,"12,620"
5773,"22,146"
5774,"26,497"
5775,"24,094"
5776,"22,332"
5777,"20,800"
5778,"15,182"
5779,"17,970"
5780,"19,881"
5781,"17,012"
5782,"21,034"
5783,"16,097"
5784,"14,067"
5785,"15,712"
5786,"16,911"
5787,"18,146"
5788,"18,263"
5789,"12,386"
5790,"8,218"
5791,"12,537"
5792,"15,241"
5793,"16,211"
5794,"10,249"
5795,"14,973"
5796,"13,542"
5797,"15,153"
5798,"16,444"
5799,"14,762"
5800,"12,430"
5801,"12,656"
5802,"8,170"
5803,"12,934"
5804,"7,042"
5805,"11,564"
5806,"11,014"
5807,"10,333"
5808,"7,727"
5809,"6,777"
5810,"11,343"
5811,"10,511"
5812,"7,735"
5813,"8,682"
5814,"9,318"
5815,"9,364"
5816,"7,492"
5817,"8,497"
5818,"8,117"
5819,"4,547"
5820,"7,025"
5821,"3,646"
5822,"6,585"
5823,"6,182"
5824,"6,710"
5825,"6,425"
5826,"7,680"
5827,"6,821"
5828,"6,567"
5829,"3,360"
5830,"6,877"
5831,"7,158"
5832,"5,723"
5833,"4,239"
5834,"6,421"
5835,"5,047"
5836,"5,956"
5837,"6,237"
5838,"5,198"
5839,"5,007"
5840,"4,998"
5841,"3,524"
5842,"4,690"
5843,"4,489"
5844,"4,555"
5845,"2,326"
5846,"4,913"
5847,"3,977"
5848,"4,650"
5849,"3,478"
5850,"3,432"
5851,"3,261"
5852,"4,331"
5853,"3,789"
5854,"3,885"
5855,"1,566"
5856,"2,294"
5857,"3,756"
5858,"3,564"
5859,"3,291"
5860,"3,426"
5861,"3,280"
5862,"3,222"
5863,"2,767"
5864,"3,231"
5865,"2,799"
5866,"2,975"
5867,"2,597"
5868,"2,750"
5869,"2,932"
5870,"1,851"
5871,"2,746"
5872,"2,478"
5873,"1,870"
5874,"1,546"
5875,"1,846"
5876,"2,351"
5877,"1,428"
5878,"1,836"
5879,"1,252"
5880,"1,772"
5881,"1,877"
5882,"1,948"
5883,"1,916"
5884,"1,808"
5885,"1,783"
5886,"1,751"
5887,"1,511"
5888,"1,445"
5889,"1,521"
5890,"1,548"
5891,"1,458"
5892,"1,453"
5893,"1,437"
5894,"1,521"
5895,"1,455"
5896,"1,500"
5897,"1,438"
5898,"1,432"
5899,"1,280"
5900,946
5901,"1,187"
5902,"1,000"
5903,"1,061"
5904,825
5905,977
5906,"1,178"
5907,"1,015"
5908,"1,227"
5909,"1,052"
5910,"1,113"
5911,905
5912,"1,089"
5913,769
5914,696
5915,925
5916,776
5917,855
5918,1007113
5919,727636
5920,781210
5921,366992
5922,325282
5923,246055
5924,159997
5925,161743
5926,143311
5927,222665
5928,156537
5929,104462
5930,122747
5931,145565
5932,"99,755"
5933,125258
5934,"62,170"
5935,"53,715"
5936,"56,368"
5937,"40,477"
5938,"70,149"
5939,"76,442"
5940,"56,914"
5941,"66,660"
5942,"34,850"
5943,"67,647"
5944,"65,183"
5945,"69,642"
5946,"66,887"
5947,"56,519"
5948,"65,305"
5949,"58,188"
5950,"45,114"
5951,"53,576"
5952,"40,754"
5953,"40,037"
5954,"37,509"
5955,"39,172"
5956,"39,462"
5957,"37,849"
5958,"40,543"
5959,"35,653"
5960,"31,568"
5961,"29,261"
5962,"37,411"
5963,"23,929"
5964,"30,961"
5965,"34,310"
5966,"33,128"
5967,"26,367"
5968,"29,292"
5969,"27,997"
5970,"21,969"
5971,"24,209"
5972,"11,502"
5973,"25,479"
5974,"18,434"
5975,"21,436"
5976,"22,718"
5977,"17,251"
5978,"17,079"
5979,"20,210"
5980,"14,392"
5981,"19,936"
5982,"16,722"
5983,"18,796"
5984,"12,461"
5985,"17,039"
5986,"13,639"
5987,"15,145"
5988,"16,794"
5989,"10,362"
5990,"14,247"
5991,"16,045"
5992,"12,893"
5993,"14,732"
5994,"8,043"
5995,"13,147"
5996,"12,798"
5997,"12,643"
5998,"14,098"
5999,"13,183"
6000,"10,490"
6001,"10,882"
6002,"8,142"
6003,"6,700"
6004,"10,337"
6005,"9,999"
6006,"4,743"
6007,"9,974"
6008,"4,482"
6009,"8,236"
6010,"7,333"
6011,"7,403"
6012,"9,570"
6013,"5,872"
6014,"8,986"
6015,"8,674"
6016,"6,860"
6017,"7,048"
6018,"6,889"
6019,"4,390"
6020,"6,919"
6021,"6,952"
6022,"3,473"
6023,"6,956"
6024,"7,144"
6025,"6,221"
6026,"6,779"
6027,"6,229"
6028,"6,423"
6029,"5,308"
6030,"6,398"
6031,"5,719"
6032,"6,258"
6033,"4,196"
6034,"5,146"
6035,"4,279"
6036,"3,185"
6037,"2,391"
6038,"4,738"
6039,"4,620"
6040,"4,526"
6041,"4,247"
6042,"4,444"
6043,"3,856"
6044,"1,802"
6045,"2,838"
6046,"3,428"
6047,"2,421"
6048,"2,384"
6049,"3,482"
6050,"3,328"
6051,"3,434"
6052,"3,625"
6053,"3,442"
6054,"3,224"
6055,"3,104"
6056,"2,718"
6057,"2,745"
6058,"2,980"
6059,"2,978"
6060,"1,854"
6061,"2,831"
6062,"1,613"
6063,"1,765"
6064,"2,057"
6065,"2,122"
6066,"2,481"
6067,"2,160"
6068,"2,225"
6069,"2,212"
6070,"2,062"
6071,"1,871"
6072,"1,946"
6073,"1,351"
6074,"1,839"
6075,"1,380"
6076,"1,564"
6077,"1,771"
6078,"1,698"
6079,"1,752"
6080,"1,419"
6081,"1,449"
6082,"1,575"
6083,"1,475"
6084,"1,523"
6085,"1,402"
6086,"1,513"
6087,"1,295"
6088,"1,397"
6089,"1,300"
6090,"1,292"
6091,968
6092,"1,121"
6093,"1,152"
6094,"1,215"
6095,"1,130"
6096,"1,090"
6097,"1,012"
6098,670
6099,790
6100,639
6101,721
